                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                 1.3025,                 1.6213,                0.76063,                0.90401,                0.84116,                0.89751,                0.91091,                0.56297,                0.77246,                 0.6771,                0.74665,                0.33133,                 1.2193,                 1.3645,                0.66527,                0.88746,              0.0014687,              0.0014687,              0.0014687
                    106,                 1.3232,                 1.6531,                0.75225,                0.90019,                0.84466,                0.87363,                0.90532,                0.57779,                0.73794,                0.74102,                0.75878,                0.33335,                 1.1359,                 1.3688,                0.64327,                0.88049,              0.0014595,              0.0014595,              0.0014595
                    107,                 1.3151,                  1.765,                0.76064,                0.90595,                0.84134,                0.87812,                0.90665,                0.56335,                0.74483,                0.75069,                0.76657,                0.33799,                 1.1725,                 1.4168,                0.65835,                0.89091,              0.0014502,              0.0014502,              0.0014502
                    108,                 1.2823,                 1.5978,                0.74048,                0.90091,                  0.851,                0.88089,                0.90812,                0.55872,                0.74663,                0.77285,                0.78286,                0.36082,                 1.1755,                 1.4566,                0.67026,                0.88949,              0.0014409,              0.0014409,              0.0014409
                    109,                 1.2868,                 1.6432,                0.77821,                  0.895,                0.84576,                 0.8962,                0.91671,                0.58149,                0.77652,                0.74115,                0.79404,                0.37446,                 1.1196,                 1.3677,                0.64005,                0.87608,              0.0014315,              0.0014315,              0.0014315
                    110,                 1.3367,                  1.785,                0.78268,                0.91678,                0.84576,                 0.8962,                0.91671,                0.58149,                0.77652,                0.74115,                0.79404,                0.37446,                 1.1196,                 1.3677,                0.64005,                0.87608,              0.0014221,              0.0014221,              0.0014221
                    111,                 1.2697,                 1.5791,                0.72425,                0.89784,                0.86249,                0.88613,                0.90639,                0.58767,                0.75682,                0.71556,                0.77253,                0.35454,                 1.1277,                 1.3522,                0.64755,                0.87794,              0.0014127,              0.0014127,              0.0014127
                    112,                 1.3096,                 1.6637,                 0.7502,                0.90257,                0.83579,                0.90234,                0.91518,                0.58163,                0.78607,                0.67313,                0.75648,                0.34717,                 1.1724,                  1.349,                0.65037,                 0.8853,              0.0014032,              0.0014032,              0.0014032
                    113,                 1.2655,                 1.5806,                0.73223,                0.90427,                0.82156,                0.89279,                0.91223,                0.56798,                0.81835,                0.68639,                0.77211,                0.36051,                 1.1872,                 1.3813,                0.66185,                 0.8913,              0.0013936,              0.0013936,              0.0013936
                    114,                 1.3273,                 1.6144,                0.77052,                0.90751,                0.81637,                0.90305,                0.90352,                0.56117,                0.81488,                0.73164,                0.80419,                0.39725,                 1.1854,                  1.406,                0.65762,                0.88214,              0.0013841,              0.0013841,              0.0013841
                    115,                 1.3944,                 1.7642,                0.76593,                0.90472,                 0.8153,                 0.8892,                0.89668,                0.55812,                 0.7879,                0.73407,                 0.7994,                0.38786,                 1.1944,                 1.4596,                0.66608,                0.88562,              0.0013744,              0.0013744,              0.0013744
                    116,                 1.2568,                  1.547,                0.73389,                0.88385,                0.82311,                0.88643,                0.90801,                0.56485,                0.74293,                0.65928,                0.73484,                 0.3269,                 1.2056,                 1.4303,                0.66908,                0.89259,              0.0013648,              0.0013648,              0.0013648
                    117,                 1.3126,                 1.6414,                 0.7498,                0.89102,                0.83418,                 0.9058,                0.92089,                0.57473,                0.75525,                0.68975,                0.75846,                0.33938,                 1.1887,                 1.3926,                0.64876,                0.88549,              0.0013551,              0.0013551,              0.0013551
                    118,                 1.3159,                 1.5527,                0.74362,                0.88179,                0.83418,                 0.9058,                0.92089,                0.57473,                0.75525,                0.68975,                0.75846,                0.33938,                 1.1887,                 1.3926,                0.64876,                0.88549,              0.0013454,              0.0013454,              0.0013454
                    119,                 1.2918,                 1.5977,                 0.7377,                0.89763,                0.83203,                 0.9169,                0.91892,                0.58431,                0.77971,                0.75069,                0.80572,                0.38082,                 1.1601,                 1.3816,                0.63379,                0.88269,              0.0013356,              0.0013356,              0.0013356
                    120,                 1.3449,                 1.6839,                0.77718,                0.91066,                0.84316,                0.91413,                0.91539,                0.57638,                 0.7783,                0.78769,                0.82782,                0.42091,                 1.1588,                 1.3331,                0.63065,                0.87814,              0.0013258,              0.0013258,              0.0013258
                    121,                 1.3065,                 1.5978,                0.73941,                0.89277,                0.82566,                0.91413,                0.91753,                0.58727,                0.77068,                0.77839,                 0.8202,                 0.4046,                 1.1163,                 1.3163,                0.62545,                0.87751,              0.0013159,              0.0013159,              0.0013159
                    122,                 1.2751,                 1.6204,                0.74219,                0.89332,                 0.8385,                0.89166,                0.91618,                0.58826,                0.76593,                0.69796,                0.76858,                 0.3549,                 1.0987,                 1.3676,                0.62844,                0.88334,              0.0013061,              0.0013061,              0.0013061
                    123,                 1.3206,                 1.6708,                0.75008,                0.89493,                0.83516,                0.89822,                0.90978,                0.58611,                0.79673,                0.67867,                0.78066,                0.36079,                  1.113,                 1.4033,                0.63011,                0.88421,              0.0012961,              0.0012961,              0.0012961
                    124,                 1.3001,                 1.6338,                0.75585,                  0.899,                0.85527,                0.90028,                0.91989,                0.58864,                0.80017,                 0.7321,                0.80685,                0.39051,                 1.1185,                 1.3626,                0.63123,                0.88008,              0.0012862,              0.0012862,              0.0012862
                    125,                 1.2486,                 1.5232,                0.71581,                0.89737,                0.86027,                0.90385,                0.92559,                0.58903,                 0.7469,                0.77658,                0.79952,                0.37714,                 1.1054,                 1.3418,                0.62321,                 0.8769,              0.0012762,              0.0012762,              0.0012762
                    126,                 1.2192,                 1.5524,                0.70516,                0.87883,                0.86027,                0.90385,                0.92559,                0.58903,                 0.7469,                0.77658,                0.79952,                0.37714,                 1.1054,                 1.3418,                0.62321,                 0.8769,              0.0012662,              0.0012662,              0.0012662
                    127,                 1.2372,                  1.541,                0.70356,                0.88865,                0.83145,                0.91557,                0.91769,                0.56172,                 0.7579,                0.72853,                0.77425,                0.35865,                 1.2032,                 1.4285,                0.64018,                0.88604,              0.0012562,              0.0012562,              0.0012562
                    128,                 1.2865,                 1.5432,                0.72393,                0.88673,                0.81963,                0.92244,                0.91322,                0.57362,                0.75652,                 0.7144,                0.75213,                0.34739,                 1.1706,                 1.4421,                0.63178,                0.88676,              0.0012461,              0.0012461,              0.0012461
                    129,                 1.2922,                 1.7192,                0.73244,                0.90787,                0.83712,                0.89693,                0.91781,                0.58818,                0.76828,                0.71638,                 0.7701,                0.35366,                 1.1119,                 1.3801,                0.62386,                0.87886,              0.0012361,              0.0012361,              0.0012361
                    130,                 1.2845,                 1.6161,                0.71334,                0.89085,                0.81822,                0.92266,                0.91321,                0.58758,                0.79697,                0.72853,                0.78761,                0.36974,                   1.12,                 1.3537,                0.61545,                0.87573,               0.001226,               0.001226,               0.001226
                    131,                 1.2552,                   1.61,                0.74731,                0.89472,                  0.833,                0.89751,                0.91265,                0.58003,                0.80693,                0.70637,                0.76572,                0.35959,                 1.1243,                 1.3808,                0.62678,                 0.8795,              0.0012158,              0.0012158,              0.0012158
                    132,                  1.237,                 1.5452,                0.71478,                0.88064,                0.83166,                0.87584,                0.90416,                0.56545,                  0.806,                 0.6675,                0.74955,                0.33684,                  1.192,                 1.4055,                0.64115,                 0.8905,              0.0012057,              0.0012057,              0.0012057
                    133,                 1.3013,                 1.6032,                0.73823,                0.89256,                 0.8252,                0.87616,                0.89922,                0.56279,                0.77947,                0.69252,                0.76614,                0.34571,                  1.194,                   1.38,                0.64375,                0.88981,              0.0011955,              0.0011955,              0.0011955
                    134,                 1.2786,                 1.6152,                0.73777,                0.89444,                 0.8252,                0.87616,                0.89922,                0.56279,                0.77947,                0.69252,                0.76614,                0.34571,                  1.194,                   1.38,                0.64375,                0.88981,              0.0011853,              0.0011853,              0.0011853
                    135,                 1.3312,                 1.7295,                0.74814,                0.91241,                0.82998,                0.87898,                0.90373,                0.57318,                0.82193,                 0.7416,                0.80359,                0.38876,                 1.1208,                 1.3337,                0.62275,                0.87884,              0.0011751,              0.0011751,              0.0011751
                    136,                 1.3541,                 1.7386,                0.74715,                0.90732,                0.82076,                 0.9006,                0.90104,                0.56973,                0.81571,                0.73407,                 0.8076,                0.41039,                 1.1413,                 1.3273,                0.62476,                 0.8757,              0.0011649,              0.0011649,              0.0011649
                    137,                 1.3197,                 1.6351,                0.71688,                0.88408,                 0.8672,                 0.8683,                0.91315,                0.58412,                0.75838,                0.75346,                 0.7835,                 0.3837,                 1.1143,                 1.4046,                0.62242,                0.87858,              0.0011546,              0.0011546,              0.0011546
                    138,                 1.2833,                 1.6581,                0.73747,                0.88889,                0.84543,                0.87874,                0.91503,                0.57983,                 0.7788,                0.71468,                0.76631,                0.35132,                 1.1211,                 1.4339,                0.62665,                0.87746,              0.0011444,              0.0011444,              0.0011444
                    139,                 1.2906,                 1.6141,                0.74021,                 0.8925,                0.85651,                0.89474,                0.91629,                 0.5697,                0.80155,                0.73961,                0.78974,                0.36319,                 1.1305,                  1.399,                0.63293,                0.87629,              0.0011341,              0.0011341,              0.0011341
                    140,                 1.2578,                 1.6257,                0.72808,                0.89127,                0.84896,                0.90309,                0.91802,                0.58584,                0.80387,                0.73961,                0.78524,                0.38036,                 1.0932,                 1.3416,                0.62874,                0.87519,              0.0011238,              0.0011238,              0.0011238
                    141,                 1.3143,                 1.7002,                0.73005,                 0.9022,                0.89589,                0.84765,                0.91423,                0.58845,                0.78667,                0.73407,                0.78036,                0.37448,                  1.089,                 1.3417,                0.62394,                0.87778,              0.0011135,              0.0011135,              0.0011135
                    142,                 1.2743,                  1.647,                0.71932,                0.89304,                0.89589,                0.84765,                0.91423,                0.58845,                0.78667,                0.73407,                0.78036,                0.37448,                  1.089,                 1.3417,                0.62394,                0.87778,              0.0011032,              0.0011032,              0.0011032
                    143,                 1.2311,                 1.5375,                0.69907,                0.88112,                0.85267,                0.86981,                0.91244,                0.57129,                0.76738,                0.72192,                0.76248,                0.34873,                 1.1613,                 1.4127,                0.64091,                0.88932,              0.0010928,              0.0010928,              0.0010928
                    144,                  1.272,                 1.5988,                0.73474,                0.88583,                 0.8489,                0.87152,                0.90535,                0.56625,                 0.7407,                0.71745,                0.76207,                0.34389,                 1.1833,                  1.427,                0.64059,                0.89566,              0.0010825,              0.0010825,              0.0010825
                    145,                 1.3501,                 1.6923,                0.76037,                0.88883,                 0.8367,                   0.88,                0.90255,                0.57653,                 0.7414,                0.71745,                0.75516,                0.35499,                 1.1367,                 1.3557,                0.62653,                0.88914,              0.0010722,              0.0010722,              0.0010722
                    146,                 1.2806,                  1.661,                0.72939,                0.88942,                0.82791,                0.89751,                0.90902,                0.58359,                 0.7562,                0.73891,                0.76086,                0.36854,                 1.1084,                  1.319,                0.61513,                0.88025,              0.0010618,              0.0010618,              0.0010618
                    147,                 1.2503,                 1.6524,                0.72404,                0.90161,                0.83947,                0.89812,                0.91259,                0.58135,                0.78349,                0.73961,                0.77471,                0.36909,                 1.1182,                 1.3673,                0.61621,                0.88056,              0.0010515,              0.0010515,              0.0010515
                    148,                 1.2243,                 1.6238,                0.71757,                0.89221,                0.87301,                0.87596,                0.91241,                0.56488,                 0.7755,                0.74515,                0.76693,                0.36001,                 1.1512,                 1.4554,                0.62245,                0.88268,              0.0010411,              0.0010411,              0.0010411
                    149,                 1.2447,                 1.5802,                0.69893,                0.88383,                0.86937,                0.87535,                0.91231,                0.56663,                0.75516,                0.75069,                0.76366,                0.35161,                 1.1637,                 1.4676,                0.62651,                0.88314,              0.0010307,              0.0010307,              0.0010307
                    150,                 1.2541,                 1.6076,                0.70677,                0.88955,                0.86937,                0.87535,                0.91231,                0.56663,                0.75516,                0.75069,                0.76366,                0.35161,                 1.1637,                 1.4676,                0.62651,                0.88314,              0.0010204,              0.0010204,              0.0010204
                    151,                 1.3034,                 1.6334,                0.73976,                0.89725,                0.86117,                0.87535,                0.91069,                0.57798,                 0.7745,                 0.7421,                0.77021,                0.36371,                 1.1305,                 1.4091,                0.62887,                0.87998,                0.00101,                0.00101,                0.00101
                    152,                 1.2676,                 1.5415,                0.71838,                 0.8749,                0.84474,                0.88921,                0.91017,                0.57716,                0.79483,                0.74238,                0.79568,                0.37507,                 1.1408,                 1.4037,                0.63356,                0.88307,             0.00099963,             0.00099963,             0.00099963
                    153,                 1.3789,                 1.7304,                0.75391,                0.89963,                0.83736,                0.88366,                0.91025,                0.58101,                0.77821,                 0.7313,                0.77496,                0.36729,                 1.1423,                 1.3851,                0.63586,                0.88665,             0.00098927,             0.00098927,             0.00098927
                    154,                 1.3028,                 1.5813,                 0.7177,                0.87341,                0.83169,                0.86704,                0.90035,                0.57168,                0.76525,                0.72022,                0.75749,                0.34797,                 1.1647,                 1.4409,                0.65167,                0.89373,              0.0009789,              0.0009789,              0.0009789
                    155,                 1.2181,                 1.5048,                0.70015,                0.87374,                0.82376,                0.87258,                0.89972,                0.56071,                0.75977,                 0.7036,                0.75107,                0.33114,                 1.1844,                 1.4239,                0.65688,                0.89536,             0.00096854,             0.00096854,             0.00096854
                    156,                  1.311,                 1.6885,                 0.7328,                0.90822,                0.81932,                0.90859,                0.91066,                 0.5584,                0.76052,                0.68617,                0.74387,                0.33649,                 1.1801,                 1.3894,                0.64681,                0.89051,             0.00095819,             0.00095819,             0.00095819
                    157,                 1.3182,                 1.6495,                0.73749,                0.89785,                0.83042,                0.89474,                0.90553,                0.57479,                0.78116,                0.69214,                0.75706,                0.35909,                 1.1354,                 1.3526,                 0.6318,                0.88195,             0.00094784,             0.00094784,             0.00094784
                    158,                 1.3196,                 1.6544,                0.74482,                0.88858,                0.83042,                0.89474,                0.90553,                0.57479,                0.78116,                0.69214,                0.75706,                0.35909,                 1.1354,                 1.3526,                 0.6318,                0.88195,             0.00093749,             0.00093749,             0.00093749
                    159,                 1.1953,                 1.5546,                0.70227,                0.89034,                0.82762,                0.90305,                0.90851,                0.58092,                0.79138,                0.72022,                0.77492,                0.36787,                 1.1312,                 1.3461,                0.62762,                0.88082,             0.00092716,             0.00092716,             0.00092716
                    160,                 1.2023,                 1.5329,                0.68886,                0.87874,                0.82495,                0.89751,                0.90937,                0.57698,                0.78654,                0.70914,                0.76818,                0.35244,                 1.1358,                 1.3721,                0.62902,                0.88499,             0.00091683,             0.00091683,             0.00091683
                    161,                 1.1914,                 1.4786,                0.68336,                0.87539,                0.83828,                0.89474,                0.91471,                0.57591,                0.80106,                 0.7313,                0.77353,                0.36305,                  1.123,                 1.3723,                0.62645,                0.88438,             0.00090652,             0.00090652,             0.00090652
                    162,                 1.2205,                 1.5087,                0.68714,                 0.8675,                0.84292,                0.90028,                0.91576,                0.57368,                0.80306,                0.73961,                0.77746,                0.38109,                 1.1295,                 1.3485,                0.62051,                0.88179,             0.00089621,             0.00089621,             0.00089621
                    163,                 1.2225,                 1.5805,                0.69836,                0.87991,                0.84421,                 0.8892,                0.90896,                0.58562,                0.81008,                0.73407,                0.77605,                 0.3702,                  1.107,                 1.3269,                0.61479,                0.88028,             0.00088592,             0.00088592,             0.00088592
                    164,                  1.197,                 1.5381,                0.68326,                0.87628,                0.83296,                0.89787,                0.90589,                0.57937,                 0.7844,                0.68531,                0.74769,                   0.35,                 1.1243,                 1.3295,                0.61281,                0.88509,             0.00087564,             0.00087564,             0.00087564
                    165,                 1.2127,                  1.518,                0.68411,                0.88186,                0.85142,                0.87535,                 0.8993,                0.56086,                0.78178,                0.67481,                0.74293,                0.32225,                  1.185,                 1.3717,                0.62449,                0.89796,             0.00086538,             0.00086538,             0.00086538
                    166,                  1.258,                 1.5454,                0.71632,                0.87664,                0.85142,                0.87535,                 0.8993,                0.56086,                0.78178,                0.67481,                0.74293,                0.32225,                  1.185,                 1.3717,                0.62449,                0.89796,             0.00085513,             0.00085513,             0.00085513
                    167,                 1.2248,                 1.5255,                0.68351,                0.88593,                0.85995,                 0.8892,                0.90596,                0.55792,                0.79635,                0.65928,                0.74256,                0.31693,                 1.1928,                 1.4259,                0.62002,                0.89863,              0.0008449,              0.0008449,              0.0008449
                    168,                 1.1765,                 1.4567,                0.67617,                0.86221,                0.85243,                0.89604,                0.90581,                 0.5827,                0.78212,                0.73582,                0.76511,                 0.3531,                 1.1144,                 1.3879,                0.59855,                0.88382,             0.00083469,             0.00083469,             0.00083469
                    169,                 1.2295,                  1.555,                0.69681,                0.88642,                0.84219,                0.90179,                0.90843,                0.58744,                0.80872,                0.73684,                0.77088,                0.37942,                  1.102,                 1.3268,                0.60093,                 0.8797,             0.00082449,             0.00082449,             0.00082449
                    170,                 1.2577,                 1.6157,                0.69321,                0.87726,                0.84758,                0.89751,                0.90294,                0.58388,                0.79389,                0.72853,                0.77628,                0.37449,                  1.135,                 1.3805,                0.60457,                0.88189,             0.00081432,             0.00081432,             0.00081432
