                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    203,                0.94567,                 1.1705,                  0.462,                0.81825,                0.88568,                0.89077,                 0.9423,                0.60975,                0.75499,                 0.7561,                0.78996,                0.32491,                 1.1581,                 1.4558,                 0.5244,                0.85978,              0.0006668,              0.0006668,              0.0006668
                    204,                0.93574,                 1.1737,                0.45451,                0.81228,                0.90321,                0.89199,                0.94369,                0.62288,                0.75942,                0.77526,                0.80047,                0.34238,                 1.1266,                 1.3572,                0.52317,                0.85762,              0.0006602,              0.0006602,              0.0006602
                    205,                0.95215,                 1.1934,                0.46088,                0.81553,                0.90265,                0.90592,                0.94325,                0.61809,                 0.7673,                0.77526,                0.80676,                0.34249,                 1.1311,                 1.3611,                0.52128,                0.85697,              0.0006536,              0.0006536,              0.0006536
                    206,                0.92113,                 1.1591,                0.45177,                0.81779,                 0.8941,                0.90767,                0.94337,                0.62138,                0.77132,                0.78746,                0.82098,                0.35523,                 1.1216,                 1.3795,                0.52442,                0.85643,               0.000647,               0.000647,               0.000647
                    207,                 0.9189,                 1.1476,                0.45321,                0.81486,                0.89417,                0.89795,                0.93716,                0.61353,                0.75846,                0.76132,                0.79618,                0.33338,                 1.1323,                 1.3701,                0.51474,                0.85843,              0.0006404,              0.0006404,              0.0006404
                    208,                0.91998,                  1.158,                0.45054,                0.81289,                 0.8869,                  0.888,                0.93257,                0.61667,                0.78915,                0.76481,                0.82083,                0.36397,                 1.1087,                 1.3699,                0.52104,                0.85538,              0.0006338,              0.0006338,              0.0006338
                    209,                0.94388,                 1.1613,                 0.4542,                0.81377,                0.90273,                0.88925,                0.93601,                0.61887,                0.78077,                0.76937,                0.81285,                0.35176,                 1.1145,                 1.4082,                0.51497,                0.85713,              0.0006272,              0.0006272,              0.0006272
                    210,                0.92652,                  1.162,                0.45228,                0.81666,                0.87657,                 0.9007,                0.92917,                0.59784,                0.80561,                0.70209,                0.76987,                0.30897,                 1.1731,                 1.4582,                0.52025,                0.86558,              0.0006206,              0.0006206,              0.0006206
                    211,                0.92701,                 1.1439,                0.45335,                 0.8138,                0.88914,                0.90824,                0.93306,                0.61729,                0.77228,                  0.774,                0.80167,                 0.3411,                 1.1266,                 1.4261,                0.50764,                0.86185,               0.000614,               0.000614,               0.000614
                    212,                0.91856,                 1.1521,                0.45071,                0.81237,                0.88107,                0.90592,                0.93729,                0.61538,                0.76663,                0.72112,                0.76539,                0.32096,                 1.1191,                 1.3997,                0.51367,                0.86018,              0.0006074,              0.0006074,              0.0006074
                    213,                0.93758,                 1.1679,                0.45654,                0.81404,                0.90365,                0.87631,                0.93315,                0.61137,                0.73003,                0.76789,                 0.7724,                0.31813,                 1.1296,                 1.4125,                0.51383,                0.86082,              0.0006008,              0.0006008,              0.0006008
                    214,                0.91843,                 1.1621,                0.45029,                0.81096,                0.88562,                 0.9038,                0.93621,                0.61802,                0.78233,                0.72633,                0.78748,                 0.3402,                  1.132,                 1.4352,                0.51181,                0.86106,              0.0005942,              0.0005942,              0.0005942
                    215,                0.93663,                 1.1591,                0.45588,                0.80986,                0.88045,                0.89811,                0.93887,                0.62235,                0.75734,                0.76666,                0.79812,                0.34842,                 1.1102,                 1.3732,                 0.5098,                0.85977,              0.0005876,              0.0005876,              0.0005876
                    216,                0.92981,                 1.1436,                0.44886,                0.81122,                0.87155,                0.90418,                0.93721,                 0.6245,                0.82789,                0.70035,                0.79319,                0.34379,                 1.1091,                 1.4315,                0.51289,                 0.8605,               0.000581,               0.000581,               0.000581
                    217,                0.95483,                 1.1674,                0.45862,                0.81241,                0.88171,                0.90899,                0.93441,                 0.6172,                0.74519,                0.76935,                0.78628,                0.34271,                 1.1223,                 1.3814,                   0.52,                0.86074,              0.0005744,              0.0005744,              0.0005744
                    218,                0.94052,                  1.186,                0.45796,                0.81381,                0.89416,                0.90592,                0.94601,                0.61483,                0.77984,                0.72997,                0.79168,                0.33035,                 1.1435,                 1.4692,                0.51961,                0.86039,              0.0005678,              0.0005678,              0.0005678
                    219,                0.93256,                  1.156,                0.45086,                0.81275,                0.88923,                0.90905,                0.93616,                0.60308,                0.74097,                0.75748,                0.77714,                0.31339,                 1.1737,                  1.431,                0.52263,                0.86039,              0.0005612,              0.0005612,              0.0005612
                    220,                0.91333,                 1.1384,                0.44359,                0.80912,                0.88953,                0.90244,                0.93887,                0.61938,                0.77892,                0.77339,                0.79846,                0.34842,                 1.1197,                 1.4502,                0.51341,                  0.861,              0.0005546,              0.0005546,              0.0005546
                    221,                0.93764,                 1.1823,                0.45549,                0.81188,                0.90123,                0.89019,                 0.9369,                0.61864,                0.76708,                0.75737,                0.80458,                0.34772,                 1.1149,                 1.3908,                0.51081,                0.85975,               0.000548,               0.000548,               0.000548
                    222,                0.91755,                 1.1397,                0.44371,                0.81261,                0.90813,                0.89552,                0.94062,                0.62453,                0.76498,                0.75436,                0.79206,                0.34311,                 1.1132,                 1.3889,                0.50629,                0.86294,              0.0005414,              0.0005414,              0.0005414
                    223,                0.89204,                 1.1244,                0.43833,                0.80876,                0.90291,                0.90244,                0.94251,                0.61862,                0.75048,                0.75087,                0.78552,                0.32428,                 1.1485,                 1.4375,                0.51012,                0.86522,              0.0005348,              0.0005348,              0.0005348
                    224,                0.89022,                 1.1319,                0.44206,                0.81444,                0.88111,                 0.9007,                0.93677,                0.61651,                0.75961,                0.75417,                0.79523,                 0.3455,                 1.1376,                 1.3739,                0.51288,                0.86146,              0.0005282,              0.0005282,              0.0005282
                    225,                0.91563,                 1.1545,                0.44779,                0.81188,                0.90163,                0.89895,                0.94046,                0.62886,                0.77508,                0.77003,                0.81864,                0.35226,                 1.1086,                   1.38,                0.51647,                0.86267,              0.0005216,              0.0005216,              0.0005216
                    226,                0.92744,                 1.1592,                0.45046,                0.81454,                0.89818,                0.90767,                0.94078,                 0.6232,                0.78184,                0.77418,                0.81345,                0.35447,                 1.1059,                 1.3614,                0.50999,                0.85738,               0.000515,               0.000515,               0.000515
                    227,                0.89146,                 1.0976,                0.43796,                0.80932,                0.90285,                0.90665,                0.94323,                0.62498,                0.78558,                0.77233,                0.81774,                0.35938,                 1.0945,                 1.3853,                0.50726,                0.85688,              0.0005084,              0.0005084,              0.0005084
                    228,                0.90828,                 1.1361,                0.44761,                0.81017,                0.89704,                0.91463,                0.94325,                0.62437,                0.77468,                  0.777,                0.81322,                 0.3526,                 1.1025,                 1.4055,                0.50595,                0.85939,              0.0005018,              0.0005018,              0.0005018
                    229,                0.87819,                 1.1033,                0.43423,                0.81002,                0.89126,                0.90767,                  0.938,                0.61896,                0.80577,                0.70383,                0.78896,                 0.3361,                 1.1163,                 1.4101,                0.50473,                0.86024,              0.0004952,              0.0004952,              0.0004952
                    230,                0.90881,                 1.1377,                0.44384,                0.81085,                0.89327,                0.90592,                0.94293,                0.61944,                0.75842,                0.74739,                0.79198,                0.33672,                 1.1142,                 1.4341,                0.50631,                0.86147,              0.0004886,              0.0004886,              0.0004886
                    231,                0.90074,                 1.1398,                0.43956,                 0.8066,                 0.8879,                0.91986,                0.94897,                0.62134,                 0.7598,                0.74913,                0.79488,                0.33453,                 1.1265,                 1.4274,                0.51111,                0.86118,               0.000482,               0.000482,               0.000482
                    232,                0.88086,                 1.1186,                0.43237,                0.80567,                0.88089,                0.91638,                0.94504,                0.61938,                0.77056,                0.73345,                0.80247,                0.33908,                 1.1242,                 1.4151,                0.51018,                0.86099,              0.0004754,              0.0004754,              0.0004754
                    233,                0.88804,                 1.1318,                0.43909,                0.80776,                0.88453,                0.90751,                0.94001,                0.61741,                0.75656,                0.74913,                 0.7909,                0.34158,                 1.1283,                 1.4533,                0.51358,                 0.8634,              0.0004688,              0.0004688,              0.0004688
                    234,                0.90886,                 1.1422,                0.44034,                0.80766,                0.88538,                0.90162,                0.93866,                0.61428,                0.75265,                0.73345,                0.78374,                0.32002,                 1.1416,                 1.4394,                 0.5108,                0.86407,              0.0004622,              0.0004622,              0.0004622
                    235,                0.89892,                 1.1524,                0.44107,                0.80993,                0.89024,                0.90432,                0.94265,                 0.6244,                 0.7723,                0.74564,                0.80118,                0.34988,                 1.1153,                 1.4274,                0.51059,                0.86058,              0.0004556,              0.0004556,              0.0004556
                    236,                0.88635,                 1.1078,                0.43811,                0.80951,                0.88706,                0.90309,                0.94453,                0.61902,                0.75471,                0.74739,                0.79587,                0.33926,                 1.1294,                 1.3933,                0.51884,                0.86145,               0.000449,               0.000449,               0.000449
                    237,                 0.9003,                 1.1297,                0.44222,                0.80884,                0.89335,                0.90477,                0.94075,                0.62184,                0.76491,                0.76525,                0.80947,                0.35319,                 1.1027,                  1.394,                0.51386,                0.85897,              0.0004424,              0.0004424,              0.0004424
                    238,                0.85845,                 1.1047,                0.42768,                0.80647,                0.88665,                0.91306,                0.94197,                0.62821,                0.75974,                0.78227,                0.81204,                0.35982,                 1.1002,                 1.3709,                0.50566,                0.85778,              0.0004358,              0.0004358,              0.0004358
                    239,                 0.8688,                 1.1043,                0.43143,                0.81176,                0.88328,                 0.9097,                0.93949,                0.62264,                 0.7521,                0.77003,                0.79985,                  0.344,                 1.1105,                 1.3941,                0.51058,                0.85691,              0.0004292,              0.0004292,              0.0004292
                    240,                0.89057,                 1.1114,                0.43292,                0.81041,                0.88967,                0.91311,                0.94367,                0.62734,                0.75706,                0.77352,                0.80376,                 0.3491,                 1.1123,                 1.4298,                0.51408,                0.85743,              0.0004226,              0.0004226,              0.0004226
                    241,                0.89127,                 1.1264,                0.44204,                0.81066,                 0.8941,                0.91193,                0.94396,                0.63218,                0.76747,                0.76829,                0.80748,                0.36003,                 1.1077,                  1.381,                0.50573,                  0.861,               0.000416,               0.000416,               0.000416
