                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     93,                 1.1425,                 1.3934,                0.55733,                0.84682,                0.87777,                0.90078,                0.93696,                0.59161,                 0.7877,                0.75087,                0.79882,                0.34914,                 1.1502,                 1.4131,                 0.5569,                0.85389,              0.0013928,              0.0013928,              0.0013928
                     94,                 1.1347,                 1.3752,                0.54853,                0.84553,                0.87867,                0.89024,                0.92873,                0.59711,                0.79752,                0.75087,                 0.8074,                0.37736,                 1.1264,                 1.3732,                0.56915,                0.84874,              0.0013862,              0.0013862,              0.0013862
                     95,                 1.1071,                 1.3587,                0.53522,                0.83844,                0.91203,                0.86585,                0.94379,                0.60038,                0.79829,                0.71705,                0.78071,                0.32616,                 1.1495,                 1.4185,                 0.5577,                0.85409,              0.0013796,              0.0013796,              0.0013796
                     96,                 1.1056,                 1.3507,                0.53941,                0.84061,                0.87197,                0.90173,                0.94539,                0.58995,                0.75744,                0.71951,                0.74791,                0.29742,                 1.2076,                 1.4241,                0.56554,                 0.8606,               0.001373,               0.001373,               0.001373
                     97,                 1.1382,                  1.383,                 0.5469,                0.83829,                0.88371,                0.88328,                0.93488,                0.59684,                0.76928,                0.76829,                0.80981,                0.33972,                 1.1544,                 1.3435,                0.56611,                0.85387,              0.0013664,              0.0013664,              0.0013664
                     98,                 1.1306,                 1.3858,                0.55018,                0.84007,                0.87547,                0.92334,                0.95137,                0.58922,                0.78058,                0.70034,                0.77716,                0.31493,                 1.2125,                 1.3429,                0.56485,                0.85845,              0.0013598,              0.0013598,              0.0013598
                     99,                 1.1267,                 1.3528,                0.54843,                0.83768,                0.88428,                0.87863,                0.93455,                0.59875,                 0.8155,                0.78542,                0.85198,                0.40108,                 1.1464,                 1.3419,                0.55607,                0.85173,              0.0013532,              0.0013532,              0.0013532
                    100,                  1.182,                 1.3904,                0.55924,                0.84033,                 0.8865,                0.85724,                0.92976,                0.58993,                0.78123,                0.70557,                0.77286,                0.30911,                  1.193,                  1.346,                0.57207,                0.85404,              0.0013466,              0.0013466,              0.0013466
                    101,                 1.1392,                 1.3648,                0.54432,                0.83856,                0.89153,                0.87805,                0.94012,                0.60231,                0.81203,                0.75087,                0.82516,                0.33998,                 1.1487,                 1.3833,                0.56055,                0.85156,                0.00134,                0.00134,                0.00134
                    102,                  1.152,                 1.3761,                0.54647,                0.83936,                0.90228,                0.88328,                0.94002,                0.61469,                0.79518,                0.77352,                0.82189,                0.38052,                 1.1113,                 1.3915,                0.54454,                0.84854,              0.0013334,              0.0013334,              0.0013334
                    103,                 1.1578,                 1.3808,                0.54801,                0.84093,                0.89306,                0.87282,                0.94456,                0.60257,                0.80568,                0.72125,                 0.7912,                0.33219,                 1.1456,                 1.3856,                0.55946,                0.84861,              0.0013268,              0.0013268,              0.0013268
                    104,                 1.1185,                 1.3723,                 0.5408,                0.83971,                0.87974,                0.89208,                  0.943,                0.59924,                0.77633,                0.70142,                0.76184,                0.32128,                 1.1624,                 1.5709,                0.54021,                0.85327,              0.0013202,              0.0013202,              0.0013202
                    105,                 1.1319,                 1.3863,                 0.5372,                0.83599,                0.89068,                0.87456,                0.93889,                0.58867,                0.74841,                0.73519,                0.77021,                0.32335,                 1.1876,                 1.3739,                0.56919,                0.85537,              0.0013136,              0.0013136,              0.0013136
                    106,                 1.1365,                 1.3688,                0.54135,                0.84046,                0.89958,                0.88954,                0.93835,                0.60008,                0.80637,                0.74005,                0.81541,                0.35868,                 1.1627,                 1.3774,                0.55702,                0.85895,               0.001307,               0.001307,               0.001307
                    107,                 1.1173,                 1.3598,                0.53444,                0.84005,                 0.8729,                0.89734,                0.94408,                0.60578,                0.79523,                0.73171,                0.80206,                0.34659,                 1.1445,                 1.4175,                0.55063,                0.85592,              0.0013004,              0.0013004,              0.0013004
                    108,                 1.1392,                 1.3566,                0.53827,                0.83486,                0.85235,                0.90511,                0.93885,                0.57847,                 0.7087,                0.70358,                0.74154,                0.29599,                 1.2342,                 1.4943,                0.56267,                0.86017,              0.0012938,              0.0012938,              0.0012938
                    109,                 1.1111,                 1.3428,                0.53448,                  0.837,                0.87869,                0.92116,                0.94603,                0.61476,                0.80417,                0.78696,                0.83308,                 0.3499,                 1.1255,                 1.3411,                0.54294,                0.85346,              0.0012872,              0.0012872,              0.0012872
                    110,                 1.1524,                  1.407,                0.54691,                0.83845,                0.90204,                0.89841,                0.94056,                0.60884,                 0.7984,                0.77965,                0.81279,                0.35361,                 1.1267,                 1.3573,                 0.5487,                0.85581,              0.0012806,              0.0012806,              0.0012806
                    111,                 1.1266,                 1.3511,                0.52969,                0.83846,                0.89877,                0.89547,                 0.9457,                0.58775,                0.76245,                0.73811,                0.76563,                0.30021,                 1.1649,                 1.6012,                0.54812,                0.85429,               0.001274,               0.001274,               0.001274
                    112,                 1.1354,                 1.3751,                0.54002,                0.83661,                0.89652,                0.89547,                0.94037,                0.60652,                0.81246,                0.76655,                0.81743,                0.36247,                 1.1108,                 1.3476,                0.54947,                0.85127,              0.0012674,              0.0012674,              0.0012674
                    113,                 1.1261,                 1.3472,                0.53735,                0.83992,                0.90287,                 0.8907,                0.94593,                0.60314,                0.76794,                0.75958,                0.79877,                0.33664,                 1.1636,                 1.3353,                0.54337,                0.85576,              0.0012608,              0.0012608,              0.0012608
                    114,                 1.1312,                 1.3389,                0.53123,                0.83145,                0.87157,                0.89855,                 0.9425,                0.58837,                0.79223,                0.68815,                 0.7729,                0.30512,                 1.2252,                 1.3866,                0.55922,                0.86344,              0.0012542,              0.0012542,              0.0012542
                    115,                 1.0745,                 1.2865,                0.51569,                0.83342,                0.87915,                0.91248,                0.94816,                0.61121,                0.78608,                0.75541,                0.80655,                0.35474,                 1.1192,                 1.3835,                0.53956,                0.84994,              0.0012476,              0.0012476,              0.0012476
                    116,                  1.086,                 1.2987,                0.52195,                0.83002,                0.87258,                0.89721,                0.94057,                0.60355,                 0.7667,                 0.7443,                0.78706,                0.32353,                 1.1556,                 1.3592,                0.55252,                0.85397,               0.001241,               0.001241,               0.001241
                    117,                 1.0828,                 1.3063,                0.51954,                0.83017,                0.89189,                0.89024,                0.94679,                0.60552,                0.78561,                0.74053,                0.79758,                0.33873,                  1.136,                 1.3473,                0.54834,                0.85054,              0.0012344,              0.0012344,              0.0012344
                    118,                 1.1125,                 1.3579,                0.53451,                0.83742,                0.87844,                0.90648,                0.94705,                0.60944,                0.78844,                0.77178,                0.82009,                0.35558,                 1.1205,                 1.3882,                0.54759,                0.85117,              0.0012278,              0.0012278,              0.0012278
                    119,                 1.0839,                 1.3193,                0.52386,                0.83439,                0.89604,                0.87282,                0.93696,                0.59032,                0.78937,                0.69686,                0.77806,                 0.3132,                 1.2073,                 1.3637,                0.56494,                0.85949,              0.0012212,              0.0012212,              0.0012212
                    120,                 1.0677,                 1.3141,                0.51763,                0.83553,                0.90458,                0.89184,                0.94389,                 0.6113,                 0.7866,                0.78223,                0.82593,                0.38941,                 1.1372,                 1.3436,                0.54496,                 0.8544,              0.0012146,              0.0012146,              0.0012146
                    121,                 1.0906,                 1.3233,                0.52219,                0.83024,                0.88486,                0.91045,                0.94274,                0.59807,                0.78417,                0.75087,                0.80825,                 0.3578,                 1.1732,                 1.4376,                0.54413,                0.85594,               0.001208,               0.001208,               0.001208
                    122,                 1.0973,                 1.3184,                0.52213,                0.83467,                0.89097,                0.89547,                0.93795,                0.58251,                0.78237,                0.69686,                0.76348,                0.29677,                 1.2343,                 1.3621,                0.57158,                0.86249,              0.0012014,              0.0012014,              0.0012014
                    123,                 1.1212,                 1.3251,                0.53109,                0.83234,                0.90367,                 0.8885,                0.94093,                0.59224,                  0.769,                 0.7561,                0.78187,                0.32841,                 1.1648,                 1.5303,                0.55412,                0.85553,              0.0011948,              0.0011948,              0.0011948
                    124,                 1.1175,                 1.3632,                0.52656,                0.83169,                0.88585,                0.90581,                0.94148,                0.59519,                0.78814,                0.70209,                0.76296,                0.30582,                 1.1548,                 1.4643,                0.54425,                 0.8576,              0.0011882,              0.0011882,              0.0011882
                    125,                 1.0744,                 1.3077,                0.51385,                0.83113,                0.87732,                0.91638,                0.94186,                0.60709,                0.78774,                0.76655,                0.81847,                0.37345,                 1.1258,                 1.3632,                0.54154,                0.85184,              0.0011816,              0.0011816,              0.0011816
                    126,                 1.0757,                 1.3113,                0.50726,                0.82526,                0.87346,                0.87456,                0.93958,                 0.5926,                0.76729,                 0.6899,                0.76036,                0.30872,                 1.1681,                 1.4345,                0.55422,                0.85567,               0.001175,               0.001175,               0.001175
                    127,                 1.0861,                 1.3178,                0.52085,                0.83103,                0.88312,                0.89199,                  0.944,                0.61021,                0.79065,                0.76321,                0.82146,                0.37897,                 1.1192,                 1.3818,                0.54455,                0.85245,              0.0011684,              0.0011684,              0.0011684
                    128,                 1.0902,                 1.2824,                0.51879,                0.83639,                0.87444,                0.90994,                0.94351,                0.61122,                0.78763,                0.76307,                0.80831,                0.35883,                 1.1244,                  1.343,                0.53986,                0.85622,              0.0011618,              0.0011618,              0.0011618
                    129,                  1.066,                 1.2886,                0.51299,                0.82907,                0.84902,                0.92094,                0.94188,                 0.6011,                0.76944,                0.73868,                0.78575,                0.33358,                 1.1517,                 1.3824,                0.55297,                0.85883,              0.0011552,              0.0011552,              0.0011552
                    130,                  1.027,                 1.2941,                0.50795,                0.83737,                0.88054,                0.90592,                0.94359,                0.61035,                0.78847,                 0.7468,                0.79724,                 0.3448,                 1.1303,                 1.4376,                0.54446,                0.85683,              0.0011486,              0.0011486,              0.0011486
                    131,                 1.0696,                 1.2849,                0.51416,                0.82718,                0.89152,                0.88328,                0.93833,                0.60008,                0.76682,                0.74479,                0.77651,                0.32002,                 1.1496,                 1.4167,                0.56758,                0.86142,               0.001142,               0.001142,               0.001142
                    132,                 1.0692,                 1.3372,                0.50899,                0.82929,                 0.8854,                0.91986,                0.95467,                 0.6072,                0.76655,                0.75509,                0.79321,                0.33725,                 1.1373,                 1.4416,                0.54344,                0.85228,              0.0011354,              0.0011354,              0.0011354
                    133,                 1.0785,                 1.3259,                0.51804,                0.83057,                0.90013,                0.89503,                0.94949,                0.60645,                0.78277,                0.76481,                0.80688,                0.34651,                 1.1526,                 1.4028,                0.55176,                0.85779,              0.0011288,              0.0011288,              0.0011288
                    134,                 1.0948,                 1.3349,                0.51989,                0.83304,                0.90235,                0.90157,                0.95239,                0.60874,                0.77703,                 0.7439,                0.80102,                0.34824,                 1.1615,                 1.4069,                0.53643,                0.85835,              0.0011222,              0.0011222,              0.0011222
                    135,                  1.093,                 1.2952,                 0.5167,                0.83243,                0.88208,                0.90244,                0.94664,                0.59967,                 0.7845,                 0.7439,                0.80437,                0.33288,                 1.2028,                 1.4734,                0.55988,                0.86361,              0.0011156,              0.0011156,              0.0011156
                    136,                 1.0545,                 1.2776,                0.50625,                0.82647,                0.88196,                 0.9112,                0.94532,                0.60522,                0.75638,                0.76655,                0.80305,                0.35066,                 1.1626,                 1.3852,                0.53726,                0.85797,               0.001109,               0.001109,               0.001109
                    137,                   1.07,                  1.309,                0.51425,                0.82941,                0.88635,                 0.9007,                0.94102,                0.60764,                0.75889,                0.76768,                0.79967,                0.34042,                 1.1532,                 1.3179,                0.55686,                0.85634,              0.0011024,              0.0011024,              0.0011024
                    138,                 1.0636,                 1.2928,                0.50729,                0.82825,                 0.8944,                0.91484,                0.94605,                0.61981,                0.77312,                0.77526,                0.81311,                0.36425,                 1.1154,                  1.304,                0.53555,                0.85467,              0.0010958,              0.0010958,              0.0010958
                    139,                 1.0763,                 1.2888,                0.51017,                0.82858,                0.88922,                0.89373,                0.94278,                0.61014,                0.76291,                0.76655,                 0.8033,                0.33347,                 1.1516,                 1.4312,                0.53577,                0.85863,              0.0010892,              0.0010892,              0.0010892
                    140,                 1.0647,                 1.2964,                0.51097,                0.82997,                0.88893,                0.91812,                0.94898,                0.59774,                0.75152,                0.75436,                0.77553,                0.30695,                  1.202,                 1.3632,                0.54445,                0.86222,              0.0010826,              0.0010826,              0.0010826
                    141,                 1.0544,                 1.2753,                0.50386,                0.82607,                0.90097,                0.90343,                0.94005,                0.61413,                0.79165,                0.79791,                0.83452,                0.39001,                 1.1231,                 1.3627,                0.54161,                0.85538,               0.001076,               0.001076,               0.001076
                    142,                 1.0437,                  1.271,                0.49839,                 0.8268,                0.89063,                0.91463,                0.94847,                0.60561,                0.74855,                0.75202,                0.78864,                0.32392,                 1.1667,                 1.3716,                 0.5447,                0.85863,              0.0010694,              0.0010694,              0.0010694
                    143,                 1.0107,                 1.2612,                0.49496,                0.82515,                0.88849,                0.90231,                0.94549,                0.59645,                0.75786,                0.74042,                0.78814,                0.33369,                 1.1916,                 1.4025,                0.54416,                0.86113,              0.0010628,              0.0010628,              0.0010628
                    144,                 1.0498,                 1.2806,                0.49868,                0.82247,                0.88799,                0.91158,                0.94486,                0.61512,                0.77325,                0.75436,                0.79831,                0.34323,                 1.1297,                 1.3488,                0.53834,                0.85558,              0.0010562,              0.0010562,              0.0010562
                    145,                 1.0664,                 1.2658,                0.50594,                0.82453,                0.85284,                0.91875,                0.94125,                0.58956,                0.79035,                0.69338,                0.77592,                0.29964,                 1.1931,                 1.5071,                 0.5537,                0.86242,              0.0010496,              0.0010496,              0.0010496
                    146,                 1.0436,                 1.2476,                0.49898,                0.82301,                 0.8623,                0.91812,                0.93497,                0.60779,                0.75132,                0.77178,                0.79687,                0.34051,                 1.1525,                 1.4242,                0.54048,                0.85796,               0.001043,               0.001043,               0.001043
                    147,                   1.06,                 1.2877,                0.51251,                0.83252,                0.88682,                0.90592,                0.93862,                0.61771,                0.74943,                0.77352,                0.80395,                0.35106,                 1.1109,                 1.3506,                0.53982,                0.85571,              0.0010364,              0.0010364,              0.0010364
                    148,                 1.0216,                 1.2571,                0.49177,                0.82274,                0.88449,                0.90767,                0.94304,                0.61109,                0.76782,                0.77178,                0.80241,                0.34571,                 1.1341,                 1.3913,                0.53262,                0.85654,              0.0010298,              0.0010298,              0.0010298
                    149,                 1.0386,                 1.2632,                 0.5019,                0.83057,                0.89205,                0.90699,                0.94637,                0.61614,                0.76715,                0.74739,                0.78803,                0.33312,                  1.124,                 1.4147,                0.53087,                0.85313,              0.0010232,              0.0010232,              0.0010232
                    150,                 1.0236,                 1.2485,                0.49477,                0.82272,                0.88111,                0.91671,                 0.9505,                0.60516,                0.75985,                 0.7561,                0.80178,                0.33437,                 1.1802,                 1.4406,                0.53653,                0.85864,              0.0010166,              0.0010166,              0.0010166
                    151,                 1.0125,                 1.2307,                0.48982,                0.82142,                 0.8784,                0.91865,                  0.948,                0.60992,                0.75077,                0.74913,                0.77871,                0.33347,                 1.1558,                  1.352,                0.54087,                0.85572,                0.00101,                0.00101,                0.00101
                    152,                 1.0284,                 1.2412,                0.49564,                0.82586,                0.89535,                0.90418,                 0.9421,                0.61861,                0.77269,                 0.7561,                0.79586,                0.34757,                 1.1237,                  1.376,                0.53703,                0.85249,              0.0010034,              0.0010034,              0.0010034
                    153,                 1.0265,                 1.2418,                0.49174,                0.82169,                0.88151,                0.91812,                 0.9464,                0.60876,                 0.7766,                0.76307,                0.80965,                0.35234,                 1.1529,                 1.4221,                0.54206,                0.85813,              0.0009968,              0.0009968,              0.0009968
                    154,                 1.0744,                 1.3109,                0.51063,                0.82929,                0.88259,                0.90366,                0.93823,                0.60877,                0.77632,                0.74913,                  0.795,                0.34466,                 1.1559,                  1.392,                0.54465,                0.85609,              0.0009902,              0.0009902,              0.0009902
                    155,                   1.01,                 1.2575,                0.48901,                0.82499,                0.88455,                0.90767,                0.94182,                0.62112,                0.76362,                0.78231,                0.81203,                0.34961,                 1.1321,                 1.4685,                 0.5364,                 0.8521,              0.0009836,              0.0009836,              0.0009836
                    156,                  1.006,                 1.2418,                0.48938,                0.82368,                0.87639,                0.90166,                0.93689,                0.60198,                0.73476,                0.74042,                0.77557,                0.33554,                 1.1778,                 1.4009,                0.53138,                0.85945,               0.000977,               0.000977,               0.000977
                    157,                 1.0251,                  1.284,                0.49593,                0.82526,                 0.8936,                0.89024,                0.94354,                0.62107,                0.79738,                0.74042,                0.81806,                0.33757,                 1.1176,                 1.3343,                0.53004,                0.85337,              0.0009704,              0.0009704,              0.0009704
                    158,                 1.0473,                 1.2878,                 0.5054,                 0.8282,                0.88773,                0.89543,                0.94331,                0.61835,                0.74221,                0.75261,                0.78913,                0.33522,                 1.1448,                 1.4266,                0.52412,                0.85729,              0.0009638,              0.0009638,              0.0009638
                    159,                 1.0458,                 1.2907,                0.49753,                0.82824,                0.88344,                 0.9111,                0.94589,                0.61692,                0.80892,                 0.7108,                0.80031,                0.33383,                 1.1183,                 1.3516,                0.53544,                0.85563,              0.0009572,              0.0009572,              0.0009572
                    160,                 1.0077,                 1.2628,                0.49047,                0.82156,                0.87373,                0.90413,                0.93648,                0.60986,                0.81944,                 0.7116,                0.80688,                0.35033,                 1.1399,                 1.4205,                0.53027,                 0.8573,              0.0009506,              0.0009506,              0.0009506
                    161,                 1.0224,                 1.2415,                0.49064,                0.82177,                0.87636,                0.91463,                0.94133,                0.61831,                0.77583,                0.77177,                0.81849,                0.36662,                 1.1274,                 1.4042,                0.52309,                0.85514,               0.000944,               0.000944,               0.000944
                    162,                 1.0176,                 1.2355,                0.48891,                0.82233,                 0.8767,                0.89895,                0.93945,                0.60415,                0.77965,                0.71951,                  0.791,                0.32998,                 1.1795,                 1.3806,                0.53078,                0.86288,              0.0009374,              0.0009374,              0.0009374
                    163,                 1.0171,                  1.222,                0.48745,                0.82014,                0.88637,                0.90941,                0.93923,                0.61702,                0.77988,                0.78391,                 0.8284,                0.38034,                 1.1231,                 1.3486,                0.53336,                 0.8545,              0.0009308,              0.0009308,              0.0009308
                    164,                 1.0295,                 1.2166,                0.48731,                0.82038,                0.84183,                0.90418,                 0.9296,                0.59232,                 0.7275,                 0.7209,                0.75983,                0.30667,                 1.2031,                 1.3924,                 0.5425,                 0.8653,              0.0009242,              0.0009242,              0.0009242
                    165,                0.99765,                 1.2188,                0.48251,                0.82329,                0.88232,                0.91115,                0.94255,                 0.6117,                0.74669,                0.80626,                0.82008,                0.37071,                 1.1283,                 1.3629,                0.53433,                 0.8524,              0.0009176,              0.0009176,              0.0009176
                    166,                0.98974,                 1.2172,                0.47817,                0.82099,                0.86654,                0.92857,                0.93914,                0.61713,                0.73369,                 0.7892,                 0.8003,                0.35012,                 1.1268,                 1.3818,                 0.5264,                0.85414,               0.000911,               0.000911,               0.000911
                    167,                0.97999,                 1.2124,                0.48061,                0.82136,                0.86949,                0.91691,                0.94479,                0.61808,                0.73561,                0.77554,                0.78732,                0.32284,                 1.1324,                 1.3616,                0.52499,                0.85226,              0.0009044,              0.0009044,              0.0009044
                    168,                 1.0061,                 1.2164,                0.48531,                0.82345,                 0.8848,                0.90418,                0.93717,                0.61355,                0.75032,                0.77352,                0.79152,                0.34501,                 1.1285,                 1.3873,                0.52086,                0.85474,              0.0008978,              0.0008978,              0.0008978
                    169,                0.99225,                 1.2467,                0.48135,                0.82288,                0.87824,                 0.9173,                0.93944,                 0.6065,                0.81042,                0.70753,                 0.7933,                0.32888,                 1.1427,                 1.3887,                0.52411,                0.85766,              0.0008912,              0.0008912,              0.0008912
                    170,                 1.0082,                  1.243,                0.48206,                0.82059,                0.88619,                0.90887,                0.93744,                0.62521,                0.77984,                 0.7892,                0.83431,                0.37603,                 1.1004,                 1.3305,                0.51394,                0.85235,              0.0008846,              0.0008846,              0.0008846
                    171,                0.99944,                 1.2321,                0.47983,                0.82306,                0.87315,                0.90941,                0.93414,                0.60606,                0.74254,                0.76374,                 0.7954,                0.33098,                 1.1718,                 1.3493,                0.52889,                0.85734,               0.000878,               0.000878,               0.000878
                    172,                0.99877,                 1.2123,                0.47613,                0.82217,                0.89305,                0.90592,                0.94209,                0.62099,                0.78277,                  0.791,                0.81802,                 0.3654,                 1.1188,                 1.3911,                0.53071,                0.85227,              0.0008714,              0.0008714,              0.0008714
                    173,                 1.0305,                 1.2513,                0.48975,                0.82172,                0.89067,                0.90244,                 0.9412,                0.60784,                 0.8302,                0.70035,                0.78925,                0.33493,                 1.1657,                 1.4733,                0.52414,                0.85829,              0.0008648,              0.0008648,              0.0008648
                    174,                 1.0212,                 1.2441,                 0.4831,                0.82353,                0.89854,                 0.9007,                0.93909,                0.62022,                0.78975,                0.78746,                0.83093,                0.36957,                 1.1174,                 1.3383,                0.52671,                0.85578,              0.0008582,              0.0008582,              0.0008582
                    175,                 1.0103,                  1.261,                0.48366,                0.82653,                0.88654,                0.91203,                0.94117,                0.61975,                0.77579,                0.76556,                0.81249,                0.33995,                 1.1309,                 1.3532,                0.52851,                0.86171,              0.0008516,              0.0008516,              0.0008516
                    176,                  1.012,                 1.2595,                0.48345,                0.82153,                0.89008,                0.90418,                0.94143,                0.58555,                0.74226,                0.75261,                0.77443,                 0.3119,                 1.2239,                 1.4248,                0.53537,                0.86556,               0.000845,               0.000845,               0.000845
                    177,                 1.0207,                 1.3053,                0.48734,                0.82648,                 0.8768,                0.91638,                0.93926,                0.61218,                0.75511,                 0.7892,                0.81718,                0.33959,                 1.1333,                 1.3183,                0.52255,                0.86218,              0.0008384,              0.0008384,              0.0008384
                    178,                 1.0096,                 1.2454,                0.48078,                 0.8173,                0.87527,                0.90592,                0.93352,                0.61379,                0.74517,                0.77178,                0.79445,                0.34048,                 1.1327,                 1.4147,                0.51756,                0.86125,              0.0008318,              0.0008318,              0.0008318
                    179,                0.99552,                 1.2474,                0.47597,                0.81894,                0.90343,                 0.9007,                0.94253,                0.61296,                0.76887,                0.76655,                  0.805,                0.33782,                 1.1435,                  1.344,                0.52564,                0.86045,              0.0008252,              0.0008252,              0.0008252
                    180,                0.95913,                 1.1973,                0.46733,                0.81976,                0.87784,                0.89895,                0.93387,                0.59808,                0.72979,                0.75283,                0.78099,                0.33158,                 1.1709,                 1.4192,                0.52361,                0.86043,              0.0008186,              0.0008186,              0.0008186
                    181,                0.98294,                 1.2014,                0.46758,                0.81661,                0.88954,                0.91192,                0.94248,                0.62081,                 0.7606,                0.78044,                0.82025,                0.35809,                 1.1127,                 1.3364,                0.51859,                0.85538,               0.000812,               0.000812,               0.000812
                    182,                0.97389,                 1.1856,                0.46777,                0.81634,                0.87517,                0.90386,                0.92956,                0.61413,                  0.753,                0.76655,                0.80315,                0.33806,                  1.121,                 1.4211,                0.51311,                0.85805,              0.0008054,              0.0008054,              0.0008054
                    183,                0.97926,                 1.1906,                0.46733,                0.81787,                0.87459,                0.90941,                0.93385,                0.61633,                 0.7572,                0.75784,                0.80991,                0.34291,                 1.1158,                 1.3573,                 0.5227,                0.85645,              0.0007988,              0.0007988,              0.0007988
                    184,                0.95878,                 1.1563,                0.46105,                0.81428,                0.87813,                 0.9216,                 0.9405,                0.62634,                0.76993,                0.77526,                0.81622,                0.34673,                 1.1002,                 1.3628,                0.50652,                0.85479,              0.0007922,              0.0007922,              0.0007922
                    185,                0.94118,                 1.1668,                0.45822,                0.81705,                0.87775,                0.91115,                 0.9426,                0.61323,                0.80533,                0.70035,                0.78984,                0.33018,                 1.1449,                 1.4031,                0.51295,                 0.8625,              0.0007856,              0.0007856,              0.0007856
                    186,                0.97705,                 1.2045,                0.46664,                0.81681,                0.88649,                0.90941,                0.94286,                0.61696,                0.74648,                0.76655,                0.79549,                  0.334,                 1.1228,                 1.4235,                 0.5165,                 0.8552,               0.000779,               0.000779,               0.000779
                    187,                0.96636,                 1.2045,                 0.4681,                0.81642,                 0.8771,                0.92334,                0.94195,                0.60811,                0.81295,                0.69338,                0.77677,                0.31907,                 1.1548,                 1.4421,                0.51934,                0.85745,              0.0007724,              0.0007724,              0.0007724
                    188,                 0.9551,                 1.1816,                0.46952,                0.81712,                0.89146,                0.90147,                0.93546,                0.61682,                0.78335,                0.76851,                0.81707,                0.34767,                   1.11,                 1.3568,                0.51218,                0.85703,              0.0007658,              0.0007658,              0.0007658
                    189,                0.96076,                 1.1768,                  0.463,                0.81408,                0.88757,                0.90418,                0.93882,                0.60898,                0.80557,                0.68641,                0.76631,                0.32711,                  1.148,                  1.402,                0.52112,                0.85877,              0.0007592,              0.0007592,              0.0007592
                    190,                 0.9782,                 1.1931,                0.47549,                0.81676,                0.90257,                0.88765,                0.94101,                0.61546,                0.81782,                0.70385,                0.80004,                0.34033,                 1.1395,                 1.4243,                0.52623,                0.86364,              0.0007526,              0.0007526,              0.0007526
                    191,                0.96993,                 1.1911,                0.46766,                0.81295,                0.86393,                0.92683,                0.94094,                0.61625,                 0.8197,                0.70557,                0.79693,                0.33714,                 1.1398,                 1.4047,                0.52599,                0.86493,               0.000746,               0.000746,               0.000746
                    192,                 0.9474,                 1.1892,                0.46082,                0.81576,                 0.8753,                0.89547,                0.93474,                0.60669,                0.78847,                0.69512,                0.77522,                 0.3188,                 1.1605,                 1.4224,                0.52653,                 0.8669,              0.0007394,              0.0007394,              0.0007394
                    193,                0.97994,                 1.2027,                0.47367,                0.82114,                0.87898,                0.89838,                0.93645,                0.61974,                0.76025,                0.75436,                0.80386,                0.34369,                  1.126,                 1.3838,                0.52699,                0.86133,              0.0007328,              0.0007328,              0.0007328
                    194,                0.96137,                 1.1707,                0.46661,                0.81412,                0.88458,                0.89547,                0.93573,                0.62533,                0.75446,                0.76481,                0.80437,                0.35353,                 1.1171,                  1.331,                0.52735,                0.85841,              0.0007262,              0.0007262,              0.0007262
                    195,                0.97207,                 1.1795,                0.47018,                 0.8185,                0.88875,                0.89076,                0.93619,                0.62382,                0.76264,                0.77352,                 0.8043,                0.35869,                 1.1067,                 1.4064,                 0.5174,                0.85297,              0.0007196,              0.0007196,              0.0007196
                    196,                0.95852,                 1.1752,                0.46664,                0.81545,                0.86781,                0.91986,                0.94361,                 0.6272,                0.77228,                0.77178,                0.80899,                  0.352,                 1.1161,                 1.3997,                0.51491,                0.85519,               0.000713,               0.000713,               0.000713
                    197,                0.95334,                 1.1757,                 0.4657,                0.81685,                0.88691,                0.90173,                0.94252,                0.62875,                0.76388,                0.77213,                0.79247,                0.33287,                 1.1094,                 1.3832,                0.52206,                0.85605,              0.0007064,              0.0007064,              0.0007064
                    198,                0.96382,                 1.2289,                0.47123,                0.82164,                0.87233,                0.92683,                0.94506,                 0.6162,                0.74791,                0.76496,                0.78532,                 0.3394,                 1.1386,                 1.3957,                0.52549,                0.85621,              0.0006998,              0.0006998,              0.0006998
                    199,                0.96792,                 1.1912,                0.47185,                0.81571,                 0.8695,                0.91289,                0.94233,                0.60949,                0.80457,                0.70557,                 0.7896,                0.34352,                 1.1314,                 1.4356,                0.52297,                0.85646,              0.0006932,              0.0006932,              0.0006932
                    200,                0.95291,                 1.1967,                0.46398,                0.81837,                  0.885,                0.89829,                 0.9424,                0.61803,                0.75882,                0.75644,                0.79782,                0.33727,                 1.1268,                 1.3465,                0.52185,                0.85617,              0.0006866,              0.0006866,              0.0006866
                    201,                0.97152,                  1.202,                0.47229,                0.81773,                0.90055,                0.88153,                0.93974,                 0.6128,                0.77647,                0.75436,                0.80346,                0.34014,                 1.1367,                 1.4184,                0.52015,                0.85939,                0.00068,                0.00068,                0.00068
                    202,                 0.9645,                 1.2018,                0.46939,                0.81646,                0.88071,                0.88749,                0.93856,                0.60613,                0.79173,                0.69686,                  0.779,                0.32808,                 1.1621,                 1.4573,                0.52138,                0.85947,              0.0006734,              0.0006734,              0.0006734
