                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                 1.6559,                 1.8874,                 1.0095,                0.89511,                0.73812,                0.81306,                0.79266,                0.46816,                0.69463,                0.74364,                0.73272,                0.35583,                 1.3267,                 1.6082,                0.79828,                0.86154,               0.001496,               0.001496,               0.001496
                    103,                   1.63,                 1.8274,                0.95612,                0.89969,                0.73812,                0.81306,                0.79266,                0.46816,                0.69463,                0.74364,                0.73272,                0.35583,                 1.3267,                 1.6082,                0.79828,                0.86154,              0.0014869,              0.0014869,              0.0014869
                    104,                 1.4949,                  1.665,                 0.9751,                0.88041,                0.73812,                0.81306,                0.79266,                0.46816,                0.69463,                0.74364,                0.73272,                0.35583,                 1.3267,                 1.6082,                0.79828,                0.86154,              0.0014778,              0.0014778,              0.0014778
                    105,                 1.4366,                 1.6133,                0.92018,                0.89917,                0.73812,                0.81306,                0.79266,                0.46816,                0.69463,                0.74364,                0.73272,                0.35583,                 1.3267,                 1.6082,                0.79828,                0.86154,              0.0014687,              0.0014687,              0.0014687
                    106,                 1.5604,                  1.639,                0.91746,                0.89025,                0.79159,                   0.75,                0.78332,                0.45373,                0.69214,                0.69231,                0.66784,                0.29899,                 1.3627,                 1.5588,                 0.8089,                0.86398,              0.0014595,              0.0014595,              0.0014595
                    107,                 1.6554,                 1.7739,                 1.0165,                 0.8828,                0.79159,                   0.75,                0.78332,                0.45373,                0.69214,                0.69231,                0.66784,                0.29899,                 1.3627,                 1.5588,                 0.8089,                0.86398,              0.0014502,              0.0014502,              0.0014502
                    108,                 1.7245,                 2.0854,                0.97167,                0.89899,                0.79159,                   0.75,                0.78332,                0.45373,                0.69214,                0.69231,                0.66784,                0.29899,                 1.3627,                 1.5588,                 0.8089,                0.86398,              0.0014409,              0.0014409,              0.0014409
                    109,                 1.5893,                 1.7376,                0.94895,                0.87344,                0.79159,                   0.75,                0.78332,                0.45373,                0.69214,                0.69231,                0.66784,                0.29899,                 1.3627,                 1.5588,                 0.8089,                0.86398,              0.0014315,              0.0014315,              0.0014315
                    110,                 1.5872,                 1.9061,                0.92885,                0.90019,                0.78559,                0.77509,                0.79674,                0.46237,                0.68776,                0.67776,                0.65172,                0.29821,                 1.3258,                 1.5333,                0.79724,                 0.8629,              0.0014221,              0.0014221,              0.0014221
                    111,                 1.5466,                 1.7118,                0.89453,                0.89577,                0.78559,                0.77509,                0.79674,                0.46237,                0.68776,                0.67776,                0.65172,                0.29821,                 1.3258,                 1.5333,                0.79724,                 0.8629,              0.0014127,              0.0014127,              0.0014127
                    112,                 1.7698,                 2.0859,                 0.9882,                0.92586,                0.78559,                0.77509,                0.79674,                0.46237,                0.68776,                0.67776,                0.65172,                0.29821,                 1.3258,                 1.5333,                0.79724,                 0.8629,              0.0014032,              0.0014032,              0.0014032
                    113,                 1.5555,                 1.6448,                0.90542,                0.89039,                0.78559,                0.77509,                0.79674,                0.46237,                0.68776,                0.67776,                0.65172,                0.29821,                 1.3258,                 1.5333,                0.79724,                 0.8629,              0.0013936,              0.0013936,              0.0013936
                    114,                 1.5262,                 1.7196,                0.89732,                0.88147,                0.77818,                0.76282,                0.79928,                0.47139,                0.72714,                0.67308,                0.70047,                0.31871,                 1.3067,                 1.5303,                 0.7961,                 0.8636,              0.0013841,              0.0013841,              0.0013841
                    115,                 1.5778,                 1.9651,                0.93463,                0.90324,                0.77818,                0.76282,                0.79928,                0.47139,                0.72714,                0.67308,                0.70047,                0.31871,                 1.3067,                 1.5303,                 0.7961,                 0.8636,              0.0013744,              0.0013744,              0.0013744
                    116,                 1.5585,                 1.6793,                0.97056,                0.88381,                0.77818,                0.76282,                0.79928,                0.47139,                0.72714,                0.67308,                0.70047,                0.31871,                 1.3067,                 1.5303,                 0.7961,                 0.8636,              0.0013648,              0.0013648,              0.0013648
                    117,                 1.4915,                 1.8569,                0.98868,                0.90982,                0.77818,                0.76282,                0.79928,                0.47139,                0.72714,                0.67308,                0.70047,                0.31871,                 1.3067,                 1.5303,                 0.7961,                 0.8636,              0.0013551,              0.0013551,              0.0013551
                    118,                 1.5846,                 1.9218,                  0.988,                0.90983,                0.79941,                0.78205,                0.80592,                0.46287,                0.74691,                0.69995,                0.71731,                0.36319,                 1.3301,                 1.6172,                0.76324,                0.87688,              0.0013454,              0.0013454,              0.0013454
                    119,                 1.4289,                 1.6332,                0.87858,                0.90035,                0.79941,                0.78205,                0.80592,                0.46287,                0.74691,                0.69995,                0.71731,                0.36319,                 1.3301,                 1.6172,                0.76324,                0.87688,              0.0013356,              0.0013356,              0.0013356
                    120,                 1.5349,                 1.7172,                0.94899,                0.89542,                0.79941,                0.78205,                0.80592,                0.46287,                0.74691,                0.69995,                0.71731,                0.36319,                 1.3301,                 1.6172,                0.76324,                0.87688,              0.0013258,              0.0013258,              0.0013258
                    121,                 1.4515,                 1.5764,                0.83606,                0.88411,                0.79941,                0.78205,                0.80592,                0.46287,                0.74691,                0.69995,                0.71731,                0.36319,                 1.3301,                 1.6172,                0.76324,                0.87688,              0.0013159,              0.0013159,              0.0013159
                    122,                 1.4428,                 1.5123,                0.86742,                0.89749,                0.73525,                0.80769,                0.80841,                0.47085,                0.72337,                0.66667,                 0.6876,                0.33108,                 1.3222,                 1.5765,                0.76428,                0.86683,              0.0013061,              0.0013061,              0.0013061
                    123,                 1.5233,                 1.6499,                0.85661,                0.87366,                0.73525,                0.80769,                0.80841,                0.47085,                0.72337,                0.66667,                 0.6876,                0.33108,                 1.3222,                 1.5765,                0.76428,                0.86683,              0.0012961,              0.0012961,              0.0012961
                    124,                 1.5196,                 1.6689,                0.88233,                0.86347,                0.73525,                0.80769,                0.80841,                0.47085,                0.72337,                0.66667,                 0.6876,                0.33108,                 1.3222,                 1.5765,                0.76428,                0.86683,              0.0012862,              0.0012862,              0.0012862
                    125,                  1.625,                 1.8011,                0.89297,                0.88469,                0.73525,                0.80769,                0.80841,                0.47085,                0.72337,                0.66667,                 0.6876,                0.33108,                 1.3222,                 1.5765,                0.76428,                0.86683,              0.0012762,              0.0012762,              0.0012762
                    126,                 1.4425,                 1.7618,                0.91189,                0.89275,                0.73311,                0.80128,                 0.7953,                0.45957,                0.64815,                0.67307,                0.65018,                0.28027,                 1.3654,                 1.6754,                0.79845,                0.85729,              0.0012662,              0.0012662,              0.0012662
                    127,                 1.4778,                 1.6928,                0.85618,                0.86252,                0.73311,                0.80128,                 0.7953,                0.45957,                0.64815,                0.67307,                0.65018,                0.28027,                 1.3654,                 1.6754,                0.79845,                0.85729,              0.0012562,              0.0012562,              0.0012562
                    128,                  1.488,                 1.7017,                0.88911,                0.88898,                0.73311,                0.80128,                 0.7953,                0.45957,                0.64815,                0.67307,                0.65018,                0.28027,                 1.3654,                 1.6754,                0.79845,                0.85729,              0.0012461,              0.0012461,              0.0012461
                    129,                 1.4941,                 1.7717,                0.88635,                0.88623,                0.73311,                0.80128,                 0.7953,                0.45957,                0.64815,                0.67307,                0.65018,                0.28027,                 1.3654,                 1.6754,                0.79845,                0.85729,              0.0012361,              0.0012361,              0.0012361
                    130,                 1.5366,                 1.6524,                0.85289,                0.86373,                 0.7193,                0.80491,                0.79254,                0.46015,                 0.6335,                0.68699,                0.66281,                0.28222,                 1.3348,                 1.6166,                0.77269,                0.85487,               0.001226,               0.001226,               0.001226
                    131,                 1.5421,                 1.6744,                0.85753,                0.87692,                 0.7193,                0.80491,                0.79254,                0.46015,                 0.6335,                0.68699,                0.66281,                0.28222,                 1.3348,                 1.6166,                0.77269,                0.85487,              0.0012158,              0.0012158,              0.0012158
                    132,                 1.2793,                 1.4906,                0.83048,                0.87668,                 0.7193,                0.80491,                0.79254,                0.46015,                 0.6335,                0.68699,                0.66281,                0.28222,                 1.3348,                 1.6166,                0.77269,                0.85487,              0.0012057,              0.0012057,              0.0012057
                    133,                 1.5641,                 1.8017,                0.95353,                0.88846,                 0.7193,                0.80491,                0.79254,                0.46015,                 0.6335,                0.68699,                0.66281,                0.28222,                 1.3348,                 1.6166,                0.77269,                0.85487,              0.0011955,              0.0011955,              0.0011955
                    134,                  1.489,                 1.6437,                0.90553,                0.89476,                0.74938,                 0.8141,                0.81929,                0.47581,                0.66109,                0.69231,                 0.6787,                0.31492,                 1.3346,                 1.5187,                0.77785,                0.85549,              0.0011853,              0.0011853,              0.0011853
                    135,                   1.65,                 1.8982,                0.88128,                0.89632,                0.74938,                 0.8141,                0.81929,                0.47581,                0.66109,                0.69231,                 0.6787,                0.31492,                 1.3346,                 1.5187,                0.77785,                0.85549,              0.0011751,              0.0011751,              0.0011751
                    136,                 1.6455,                 1.7464,                0.87801,                0.87064,                0.74938,                 0.8141,                0.81929,                0.47581,                0.66109,                0.69231,                 0.6787,                0.31492,                 1.3346,                 1.5187,                0.77785,                0.85549,              0.0011649,              0.0011649,              0.0011649
                    137,                 1.3928,                 1.5338,                0.81154,                0.88273,                0.74938,                 0.8141,                0.81929,                0.47581,                0.66109,                0.69231,                 0.6787,                0.31492,                 1.3346,                 1.5187,                0.77785,                0.85549,              0.0011546,              0.0011546,              0.0011546
                    138,                 1.4315,                 1.6699,                0.88358,                0.88706,                0.74881,                0.82172,                0.81178,                0.47869,                0.67543,                0.74703,                 0.7174,                0.34657,                 1.2868,                 1.5199,                0.75964,                0.85594,              0.0011444,              0.0011444,              0.0011444
                    139,                  1.505,                 1.7867,                0.84169,                0.88606,                0.74881,                0.82172,                0.81178,                0.47869,                0.67543,                0.74703,                 0.7174,                0.34657,                 1.2868,                 1.5199,                0.75964,                0.85594,              0.0011341,              0.0011341,              0.0011341
                    140,                 1.4618,                 1.6727,                0.84338,                0.87667,                0.74881,                0.82172,                0.81178,                0.47869,                0.67543,                0.74703,                 0.7174,                0.34657,                 1.2868,                 1.5199,                0.75964,                0.85594,              0.0011238,              0.0011238,              0.0011238
                    141,                 1.6407,                 1.9529,                0.86297,                0.90233,                0.74881,                0.82172,                0.81178,                0.47869,                0.67543,                0.74703,                 0.7174,                0.34657,                 1.2868,                 1.5199,                0.75964,                0.85594,              0.0011135,              0.0011135,              0.0011135
                    142,                 1.4229,                 1.5461,                0.86852,                0.87138,                0.71305,                0.83974,                0.80088,                0.44251,                0.65064,                0.74017,                0.70488,                0.30482,                 1.3674,                  1.574,                0.77261,                0.86276,              0.0011032,              0.0011032,              0.0011032
                    143,                 1.4536,                 1.6273,                0.84597,                0.89172,                0.71305,                0.83974,                0.80088,                0.44251,                0.65064,                0.74017,                0.70488,                0.30482,                 1.3674,                  1.574,                0.77261,                0.86276,              0.0010928,              0.0010928,              0.0010928
                    144,                 1.4626,                 1.8215,                0.87417,                0.89446,                0.71305,                0.83974,                0.80088,                0.44251,                0.65064,                0.74017,                0.70488,                0.30482,                 1.3674,                  1.574,                0.77261,                0.86276,              0.0010825,              0.0010825,              0.0010825
                    145,                 1.3889,                 1.5355,                0.82272,                0.88248,                0.71305,                0.83974,                0.80088,                0.44251,                0.65064,                0.74017,                0.70488,                0.30482,                 1.3674,                  1.574,                0.77261,                0.86276,              0.0010722,              0.0010722,              0.0010722
                    146,                 1.4754,                 1.7039,                0.87454,                0.88518,                0.71497,                0.83974,                0.80431,                 0.4345,                0.63321,                0.72436,                0.68054,                0.29403,                 1.3993,                 1.5729,                0.78662,                0.86687,              0.0010618,              0.0010618,              0.0010618
                    147,                 1.4641,                 1.6773,                0.90533,                0.87882,                0.71497,                0.83974,                0.80431,                 0.4345,                0.63321,                0.72436,                0.68054,                0.29403,                 1.3993,                 1.5729,                0.78662,                0.86687,              0.0010515,              0.0010515,              0.0010515
                    148,                 1.4276,                 1.5852,                0.83686,                0.86537,                0.71497,                0.83974,                0.80431,                 0.4345,                0.63321,                0.72436,                0.68054,                0.29403,                 1.3993,                 1.5729,                0.78662,                0.86687,              0.0010411,              0.0010411,              0.0010411
                    149,                 1.5233,                 1.7114,                0.84012,                 0.8684,                0.71497,                0.83974,                0.80431,                 0.4345,                0.63321,                0.72436,                0.68054,                0.29403,                 1.3993,                 1.5729,                0.78662,                0.86687,              0.0010307,              0.0010307,              0.0010307
                    150,                 1.5796,                 1.7656,                0.86298,                0.86988,                0.73538,                 0.8141,                0.82237,                0.49059,                0.66945,                0.72436,                0.69875,                0.32382,                 1.2223,                 1.5032,                0.76807,                0.85033,              0.0010204,              0.0010204,              0.0010204
                    151,                 1.5446,                 1.6749,                0.84205,                0.87137,                0.73538,                 0.8141,                0.82237,                0.49059,                0.66945,                0.72436,                0.69875,                0.32382,                 1.2223,                 1.5032,                0.76807,                0.85033,                0.00101,                0.00101,                0.00101
                    152,                 1.6077,                 1.9178,                 1.1356,                0.89425,                0.73538,                 0.8141,                0.82237,                0.49059,                0.66945,                0.72436,                0.69875,                0.32382,                 1.2223,                 1.5032,                0.76807,                0.85033,             0.00099963,             0.00099963,             0.00099963
                    153,                 1.6202,                 1.7611,                0.87048,                0.87215,                0.73538,                 0.8141,                0.82237,                0.49059,                0.66945,                0.72436,                0.69875,                0.32382,                 1.2223,                 1.5032,                0.76807,                0.85033,             0.00098927,             0.00098927,             0.00098927
                    154,                 1.3349,                 1.5123,                0.78598,                0.87137,                0.75187,                0.83524,                0.82965,                0.48135,                0.70611,                0.73718,                0.72188,                0.34924,                 1.2302,                 1.5174,                0.75727,                0.85293,              0.0009789,              0.0009789,              0.0009789
                    155,                 1.4015,                 1.5323,                0.79784,                0.86276,                0.75187,                0.83524,                0.82965,                0.48135,                0.70611,                0.73718,                0.72188,                0.34924,                 1.2302,                 1.5174,                0.75727,                0.85293,             0.00096854,             0.00096854,             0.00096854
                    156,                  1.458,                 1.6684,                0.85786,                0.89888,                0.75187,                0.83524,                0.82965,                0.48135,                0.70611,                0.73718,                0.72188,                0.34924,                 1.2302,                 1.5174,                0.75727,                0.85293,             0.00095819,             0.00095819,             0.00095819
                    157,                 1.5625,                 1.7636,                0.87759,                0.88137,                0.75187,                0.83524,                0.82965,                0.48135,                0.70611,                0.73718,                0.72188,                0.34924,                 1.2302,                 1.5174,                0.75727,                0.85293,             0.00094784,             0.00094784,             0.00094784
                    158,                 1.6689,                 2.0099,                0.92963,                0.90944,                0.74566,                0.80769,                0.82315,                0.48482,                0.69417,                   0.75,                0.72625,                0.35033,                 1.2202,                 1.5454,                0.74299,                0.84967,             0.00093749,             0.00093749,             0.00093749
                    159,                 1.3565,                 1.5251,                0.82611,                0.88403,                0.74566,                0.80769,                0.82315,                0.48482,                0.69417,                   0.75,                0.72625,                0.35033,                 1.2202,                 1.5454,                0.74299,                0.84967,             0.00092716,             0.00092716,             0.00092716
                    160,                 1.4385,                  1.767,                0.86432,                0.89133,                0.74566,                0.80769,                0.82315,                0.48482,                0.69417,                   0.75,                0.72625,                0.35033,                 1.2202,                 1.5454,                0.74299,                0.84967,             0.00091683,             0.00091683,             0.00091683
                    161,                 1.3858,                  1.607,                0.81639,                0.86457,                0.74566,                0.80769,                0.82315,                0.48482,                0.69417,                   0.75,                0.72625,                0.35033,                 1.2202,                 1.5454,                0.74299,                0.84967,             0.00090652,             0.00090652,             0.00090652
                    162,                 1.5368,                 1.8332,                0.92249,                0.87661,                0.77896,                 0.8141,                0.85234,                0.51268,                 0.6985,                0.75741,                0.73257,                0.34392,                  1.178,                 1.5103,                0.74576,                0.84925,             0.00089621,             0.00089621,             0.00089621
                    163,                 1.5086,                 1.7859,                0.87898,                0.88794,                0.77896,                 0.8141,                0.85234,                0.51268,                 0.6985,                0.75741,                0.73257,                0.34392,                  1.178,                 1.5103,                0.74576,                0.84925,             0.00088592,             0.00088592,             0.00088592
                    164,                 1.3935,                 1.4997,                0.83271,                0.86311,                0.77896,                 0.8141,                0.85234,                0.51268,                 0.6985,                0.75741,                0.73257,                0.34392,                  1.178,                 1.5103,                0.74576,                0.84925,             0.00087564,             0.00087564,             0.00087564
                    165,                 1.3529,                 1.5338,                0.82396,                0.86968,                0.77896,                 0.8141,                0.85234,                0.51268,                 0.6985,                0.75741,                0.73257,                0.34392,                  1.178,                 1.5103,                0.74576,                0.84925,             0.00086538,             0.00086538,             0.00086538
                    166,                  1.492,                 1.6867,                0.84148,                0.87476,                0.77277,                0.79487,                 0.8425,                0.50448,                 0.6879,                 0.7347,                0.71435,                0.34439,                 1.1943,                 1.5099,                0.74675,                0.85171,             0.00085513,             0.00085513,             0.00085513
                    167,                  1.384,                 1.6277,                0.80765,                0.87482,                0.77277,                0.79487,                 0.8425,                0.50448,                 0.6879,                 0.7347,                0.71435,                0.34439,                 1.1943,                 1.5099,                0.74675,                0.85171,              0.0008449,              0.0008449,              0.0008449
                    168,                  1.433,                 1.5012,                0.79274,                0.85212,                0.77277,                0.79487,                 0.8425,                0.50448,                 0.6879,                 0.7347,                0.71435,                0.34439,                 1.1943,                 1.5099,                0.74675,                0.85171,             0.00083469,             0.00083469,             0.00083469
                    169,                 1.5451,                 1.7447,                0.88059,                  0.867,                0.77277,                0.79487,                 0.8425,                0.50448,                 0.6879,                 0.7347,                0.71435,                0.34439,                 1.1943,                 1.5099,                0.74675,                0.85171,             0.00082449,             0.00082449,             0.00082449
                    170,                  1.243,                 1.3601,                0.77402,                0.86453,                0.81761,                0.76282,                0.82763,                0.49035,                0.69703,                0.72264,                0.71944,                0.34501,                 1.2438,                 1.5216,                0.74272,                0.85601,             0.00081432,             0.00081432,             0.00081432
                    171,                  1.577,                  1.765,                0.90889,                0.89211,                0.81761,                0.76282,                0.82763,                0.49035,                0.69703,                0.72264,                0.71944,                0.34501,                 1.2438,                 1.5216,                0.74272,                0.85601,             0.00080417,             0.00080417,             0.00080417
                    172,                 1.4496,                 1.4746,                0.82662,                0.86669,                0.81761,                0.76282,                0.82763,                0.49035,                0.69703,                0.72264,                0.71944,                0.34501,                 1.2438,                 1.5216,                0.74272,                0.85601,             0.00079404,             0.00079404,             0.00079404
                    173,                 1.4954,                 1.8114,                 0.8751,                0.89903,                0.81761,                0.76282,                0.82763,                0.49035,                0.69703,                0.72264,                0.71944,                0.34501,                 1.2438,                 1.5216,                0.74272,                0.85601,             0.00078393,             0.00078393,             0.00078393
                    174,                 1.3963,                 1.5528,                0.79337,                0.85931,                0.82745,                 0.7685,                0.83257,                0.49008,                0.75429,                0.70843,                0.72758,                0.34596,                 1.2372,                 1.4868,                 0.7267,                0.85345,             0.00077385,             0.00077385,             0.00077385
                    175,                 1.2777,                 1.4259,                0.79376,                0.85004,                0.82745,                 0.7685,                0.83257,                0.49008,                0.75429,                0.70843,                0.72758,                0.34596,                 1.2372,                 1.4868,                 0.7267,                0.85345,              0.0007638,              0.0007638,              0.0007638
                    176,                 1.3346,                 1.4149,                 0.7966,                0.86243,                0.82745,                 0.7685,                0.83257,                0.49008,                0.75429,                0.70843,                0.72758,                0.34596,                 1.2372,                 1.4868,                 0.7267,                0.85345,             0.00075377,             0.00075377,             0.00075377
                    177,                 1.2805,                 1.3816,                0.82103,                0.87011,                0.82745,                 0.7685,                0.83257,                0.49008,                0.75429,                0.70843,                0.72758,                0.34596,                 1.2372,                 1.4868,                 0.7267,                0.85345,             0.00074377,             0.00074377,             0.00074377
                    178,                 1.3728,                 1.7901,                0.81919,                0.88619,                0.82196,                0.76946,                0.83385,                 0.5099,                0.72717,                0.68341,                 0.7096,                 0.3245,                 1.1919,                 1.4603,                0.70882,                0.84928,              0.0007338,              0.0007338,              0.0007338
                    179,                 1.2994,                 1.5381,                0.80534,                0.86878,                0.82196,                0.76946,                0.83385,                 0.5099,                0.72717,                0.68341,                 0.7096,                 0.3245,                 1.1919,                 1.4603,                0.70882,                0.84928,             0.00072386,             0.00072386,             0.00072386
                    180,                 1.3196,                  1.479,                0.82734,                0.86006,                0.82196,                0.76946,                0.83385,                 0.5099,                0.72717,                0.68341,                 0.7096,                 0.3245,                 1.1919,                 1.4603,                0.70882,                0.84928,             0.00071395,             0.00071395,             0.00071395
                    181,                 1.2408,                 1.3631,                0.79354,                0.87036,                0.82196,                0.76946,                0.83385,                 0.5099,                0.72717,                0.68341,                 0.7096,                 0.3245,                 1.1919,                 1.4603,                0.70882,                0.84928,             0.00070407,             0.00070407,             0.00070407
                    182,                 1.3514,                 1.4361,                0.78715,                0.85487,                0.74907,                0.85256,                0.81948,                0.51259,                0.67402,                0.69231,                0.68102,                0.31918,                 1.1925,                 1.4787,                0.72091,                0.84722,             0.00069423,             0.00069423,             0.00069423
                    183,                 1.3534,                 1.6345,                0.77431,                0.87301,                0.74907,                0.85256,                0.81948,                0.51259,                0.67402,                0.69231,                0.68102,                0.31918,                 1.1925,                 1.4787,                0.72091,                0.84722,             0.00068442,             0.00068442,             0.00068442
                    184,                 1.3482,                 1.5708,                0.81542,                0.88275,                0.74907,                0.85256,                0.81948,                0.51259,                0.67402,                0.69231,                0.68102,                0.31918,                 1.1925,                 1.4787,                0.72091,                0.84722,             0.00067465,             0.00067465,             0.00067465
                    185,                 1.3117,                 1.5864,                0.79142,                0.88195,                0.74907,                0.85256,                0.81948,                0.51259,                0.67402,                0.69231,                0.68102,                0.31918,                 1.1925,                 1.4787,                0.72091,                0.84722,             0.00066491,             0.00066491,             0.00066491
                    186,                 1.3303,                 1.6721,                0.81159,                0.87879,                0.75095,                0.85046,                0.83737,                0.52193,                0.71086,                0.74072,                  0.737,                 0.3382,                 1.1737,                 1.4973,                0.71264,                0.84511,             0.00065522,             0.00065522,             0.00065522
                    187,                 1.4619,                 1.5605,                 0.8574,                0.85443,                0.75095,                0.85046,                0.83737,                0.52193,                0.71086,                0.74072,                  0.737,                 0.3382,                 1.1737,                 1.4973,                0.71264,                0.84511,             0.00064556,             0.00064556,             0.00064556
                    188,                  1.288,                 1.5399,                0.81458,                0.86969,                0.75095,                0.85046,                0.83737,                0.52193,                0.71086,                0.74072,                  0.737,                 0.3382,                 1.1737,                 1.4973,                0.71264,                0.84511,             0.00063594,             0.00063594,             0.00063594
                    189,                 1.3951,                 1.6085,                0.79728,                0.86803,                0.75095,                0.85046,                0.83737,                0.52193,                0.71086,                0.74072,                  0.737,                 0.3382,                 1.1737,                 1.4973,                0.71264,                0.84511,             0.00062636,             0.00062636,             0.00062636
                    190,                  1.439,                  1.614,                0.79605,                0.86408,                0.76516,                0.84615,                0.84309,                0.51747,                0.70868,                0.74853,                0.73389,                0.33703,                 1.1913,                 1.5159,                0.71458,                0.84636,             0.00061682,             0.00061682,             0.00061682
                    191,                 1.3733,                 1.6121,                0.77796,                0.86393,                0.76516,                0.84615,                0.84309,                0.51747,                0.70868,                0.74853,                0.73389,                0.33703,                 1.1913,                 1.5159,                0.71458,                0.84636,             0.00060733,             0.00060733,             0.00060733
                    192,                 1.4243,                 1.5675,                0.82384,                0.86407,                0.76516,                0.84615,                0.84309,                0.51747,                0.70868,                0.74853,                0.73389,                0.33703,                 1.1913,                 1.5159,                0.71458,                0.84636,             0.00059788,             0.00059788,             0.00059788
                    193,                 1.2503,                 1.4713,                0.76164,                0.86285,                0.76516,                0.84615,                0.84309,                0.51747,                0.70868,                0.74853,                0.73389,                0.33703,                 1.1913,                 1.5159,                0.71458,                0.84636,             0.00058848,             0.00058848,             0.00058848
                    194,                 1.2246,                  1.297,                0.72427,                0.85953,                 0.7706,                0.84615,                0.84796,                0.53462,                0.70928,                   0.75,                0.75022,                0.34731,                 1.1899,                  1.497,                0.70854,                0.85046,             0.00057912,             0.00057912,             0.00057912
                    195,                 1.4168,                 1.6021,                 0.8091,                0.86175,                 0.7706,                0.84615,                0.84796,                0.53462,                0.70928,                   0.75,                0.75022,                0.34731,                 1.1899,                  1.497,                0.70854,                0.85046,             0.00056981,             0.00056981,             0.00056981
                    196,                  1.314,                 1.6119,                 0.7599,                0.86377,                 0.7706,                0.84615,                0.84796,                0.53462,                0.70928,                   0.75,                0.75022,                0.34731,                 1.1899,                  1.497,                0.70854,                0.85046,             0.00056055,             0.00056055,             0.00056055
                    197,                 1.3225,                 1.7314,                0.78012,                0.88278,                 0.7706,                0.84615,                0.84796,                0.53462,                0.70928,                   0.75,                0.75022,                0.34731,                 1.1899,                  1.497,                0.70854,                0.85046,             0.00055134,             0.00055134,             0.00055134
                    198,                 1.4473,                 1.6469,                0.81324,                 0.8745,                0.77544,                0.84116,                0.84893,                0.52902,                 0.7053,                0.73718,                 0.7334,                0.33915,                 1.1998,                 1.4608,                0.71418,                0.85381,             0.00054217,             0.00054217,             0.00054217
                    199,                 1.2965,                 1.4302,                0.78859,                0.85258,                0.77544,                0.84116,                0.84893,                0.52902,                 0.7053,                0.73718,                 0.7334,                0.33915,                 1.1998,                 1.4608,                0.71418,                0.85381,             0.00053306,             0.00053306,             0.00053306
                    200,                  1.286,                 1.4909,                0.74736,                0.87414,                0.77544,                0.84116,                0.84893,                0.52902,                 0.7053,                0.73718,                 0.7334,                0.33915,                 1.1998,                 1.4608,                0.71418,                0.85381,             0.00052401,             0.00052401,             0.00052401
                    201,                 1.3574,                 1.5096,                0.75475,                0.85946,                0.77544,                0.84116,                0.84893,                0.52902,                 0.7053,                0.73718,                 0.7334,                0.33915,                 1.1998,                 1.4608,                0.71418,                0.85381,               0.000515,               0.000515,               0.000515
                    202,                 1.3994,                 1.6653,                 0.8157,                0.87418,                0.76432,                0.81077,                0.82301,                0.52993,                0.69588,                0.73718,                0.72929,                0.33638,                 1.2065,                 1.4426,                0.71118,                0.85322,             0.00050605,             0.00050605,             0.00050605
                    203,                 1.2713,                 1.4016,                0.75889,                0.83653,                0.76432,                0.81077,                0.82301,                0.52993,                0.69588,                0.73718,                0.72929,                0.33638,                 1.2065,                 1.4426,                0.71118,                0.85322,             0.00049715,             0.00049715,             0.00049715
                    204,                 1.4042,                 1.7921,                0.80311,                0.88544,                0.76432,                0.81077,                0.82301,                0.52993,                0.69588,                0.73718,                0.72929,                0.33638,                 1.2065,                 1.4426,                0.71118,                0.85322,             0.00048831,             0.00048831,             0.00048831
                    205,                 1.2385,                 1.3358,                0.72498,                0.85195,                0.76432,                0.81077,                0.82301,                0.52993,                0.69588,                0.73718,                0.72929,                0.33638,                 1.2065,                 1.4426,                0.71118,                0.85322,             0.00047953,             0.00047953,             0.00047953
                    206,                 1.4086,                 1.7909,                0.81496,                0.87995,                 0.7415,                0.86421,                0.82432,                0.52379,                0.70884,                0.74359,                0.74692,                0.35549,                  1.193,                 1.4427,                 0.6974,                0.84951,             0.00047081,             0.00047081,             0.00047081
                    207,                 1.2361,                 1.4769,                0.74432,                0.86209,                 0.7415,                0.86421,                0.82432,                0.52379,                0.70884,                0.74359,                0.74692,                0.35549,                  1.193,                 1.4427,                 0.6974,                0.84951,             0.00046214,             0.00046214,             0.00046214
                    208,                 1.3959,                 1.5484,                 0.7928,                0.84512,                 0.7415,                0.86421,                0.82432,                0.52379,                0.70884,                0.74359,                0.74692,                0.35549,                  1.193,                 1.4427,                 0.6974,                0.84951,             0.00045354,             0.00045354,             0.00045354
                    209,                 1.2397,                 1.4019,                0.73415,                0.85426,                 0.7415,                0.86421,                0.82432,                0.52379,                0.70884,                0.74359,                0.74692,                0.35549,                  1.193,                 1.4427,                 0.6974,                0.84951,             0.00044499,             0.00044499,             0.00044499
                    210,                 1.2962,                 1.5509,                0.75145,                0.86755,                0.77734,                0.85256,                0.84897,                0.52453,                 0.7254,                0.74508,                0.74208,                 0.3598,                 1.1951,                 1.4495,                0.69104,                0.85253,             0.00043651,             0.00043651,             0.00043651
